Bin,Continent,Location,Sample_type,Sample_type_specific
GCA_000467775.2_CsakCC4_8399_1.0_genomic,Asia,Israel,Clinical,Clin_Blood+CSF
GCA_000698225.1_ASM69822v1_genomic,Europe,Ireland,Environment,Env_FoodFacility
GCA_000974965.1_ASM97496v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_000982825.1_ASM98282v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_001277275.1_ASM127727v1_genomic,Europe,United Kingdom,Food,Food_Other
GCA_001308945.1_ASM130894v1_genomic,Europe,France,Food,Food_Powdered
GCA_001308965.1_ASM130896v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001308935.1_ASM130893v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309015.1_ASM130901v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309035.1_ASM130903v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309045.1_ASM130904v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309095.1_ASM130909v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309055.1_ASM130905v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309115.1_ASM130911v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309135.1_ASM130913v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309155.1_ASM130915v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309185.1_ASM130918v1_genomic,Europe,France,Food,Food_Powdered
GCA_001309175.1_ASM130917v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309215.1_ASM130921v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309225.1_ASM130922v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309275.1_ASM130927v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309295.1_ASM130929v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309305.1_ASM130930v1_genomic,Europe,France,Food,Food_Powdered
GCA_001309315.1_ASM130931v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309345.1_ASM130934v1_genomic,Europe,France,Food,Food_Powdered
GCA_001309375.1_ASM130937v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309385.1_ASM130938v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001309415.1_ASM130941v1_genomic,Europe,France,Clinical,Clin_Stool
GCA_001309435.1_ASM130943v1_genomic,Europe,France,Clinical,Clin_Other
GCA_001619915.1_ASM161991v1_genomic,Asia,Malaysia,Environment,Env_Natural
GCA_023934385.1_PDT000148438.5_genomic,North_America,USA,Environment,Env_Built
GCA_024176145.1_PDT000148439.5_genomic,North_America,USA,Environment,Env_Built
GCA_023927265.1_PDT000148441.5_genomic,North_America,USA,Environment,Env_Built
GCA_016577725.1_PDT000148448.4_genomic,North_America,USA,Environment,Env_Built
GCA_016085895.1_PDT000148452.4_genomic,North_America,USA,Environment,Env_Built
GCA_016085945.1_PDT000148453.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577745.1_PDT000148454.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577805.1_PDT000148457.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577705.1_PDT000148460.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577665.1_PDT000148461.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577645.1_PDT000148469.4_genomic,North_America,USA,Environment,Env_Built
GCA_016086295.1_PDT000148471.4_genomic,North_America,USA,Environment,Env_Built
GCA_016086915.1_PDT000148472.4_genomic,North_America,USA,Environment,Env_Built
GCA_016086795.1_PDT000148473.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577585.1_PDT000148476.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577605.1_PDT000148477.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577545.1_PDT000148480.4_genomic,North_America,USA,Environment,Env_Built
GCA_016086815.1_PDT000148483.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577505.1_PDT000148487.4_genomic,North_America,USA,Environment,Env_Built
GCA_016086775.1_PDT000148488.4_genomic,North_America,USA,Environment,Env_Built
GCA_016577305.1_PDT000148489.4_genomic,North_America,USA,Environment,Env_Built
GCA_016087175.1_PDT000148490.4_genomic,North_America,USA,Environment,Env_Built
GCA_016087125.1_PDT000148491.4_genomic,North_America,USA,Environment,Env_Built
GCA_001735605.1_ASM173560v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_001922925.1_ASM192292v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_001922945.1_ASM192294v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_001971195.1_ASM197119v1_genomic,Europe,Netherlands,Clinical,Clin_Other
GCA_001971405.1_ASM197140v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002071735.1_ASM207173v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002071755.1_ASM207175v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002071765.2_ASM207176v2_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002071775.1_ASM207177v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002071815.1_ASM207181v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075425.1_ASM207542v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002075435.1_ASM207543v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002075495.1_ASM207549v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002075505.1_ASM207550v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002075535.1_ASM207553v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075545.1_ASM207554v1_genomic,North_America,USA,Environment,Env_Built
GCA_002075575.1_ASM207557v1_genomic,Europe,Switzerland,Food,Food_Powdered
GCA_002075555.1_ASM207555v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002075615.1_ASM207561v1_genomic,Europe,Switzerland,Food,Food_Powdered
GCA_002075635.1_ASM207563v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075645.1_ASM207564v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075655.1_ASM207565v1_genomic,Europe,Switzerland,Food,Food_Powdered
GCA_002075695.1_ASM207569v1_genomic,Europe,Switzerland,Food,Food_Powdered
GCA_002075715.1_ASM207571v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075725.1_ASM207572v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002075735.1_ASM207573v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002093925.1_ASM209392v1_genomic,Asia,China,Clinical,Clin_Blood+CSF
GCA_002094435.1_ASM209443v1_genomic,Asia,China,Food,Food_Other
GCA_002094485.1_ASM209448v1_genomic,Asia,China,Food,Food_Other
GCA_002094475.1_ASM209447v1_genomic,Asia,China,Food,Food_Other
GCA_002094505.1_ASM209450v1_genomic,Asia,China,Food,Food_Other
GCA_002094555.1_ASM209455v1_genomic,Asia,China,Food,Food_Other
GCA_002094575.1_ASM209457v1_genomic,Asia,China,Food,Food_Other
GCA_002094585.1_ASM209458v1_genomic,Asia,China,Food,Food_Other
GCA_002094645.1_ASM209464v1_genomic,Asia,China,Food,Food_Other
GCA_002094725.1_ASM209472v1_genomic,Asia,China,Food,Food_Other
GCA_002094755.1_ASM209475v1_genomic,Asia,China,Food,Food_Other
GCA_002101415.1_ASM210141v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002101425.1_ASM210142v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002101435.1_ASM210143v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002101505.1_ASM210150v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002101515.1_ASM210151v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002102535.1_ASM210253v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002107645.1_ASM210764v1_genomic,North_America,USA,Food,Food_Other
GCA_002107665.1_ASM210766v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002107755.1_ASM210775v1_genomic,North_America,USA,Food,Food_Other
GCA_002107775.1_ASM210777v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002107815.1_ASM210781v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002107825.1_ASM210782v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002107855.1_ASM210785v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002107865.1_ASM210786v1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_002107895.1_ASM210789v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002107915.1_ASM210791v1_genomic,North_America,USA,Clinical,Clin_Stool
GCA_002114505.1_ASM211450v1_genomic,North_America,USA,Environment,Env_Built
GCA_002114555.1_ASM211455v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_002166885.1_ASM216688v1_genomic,Europe,Germany,Environment,Env_Natural
GCA_002166945.1_ASM216694v1_genomic,Europe,Switzerland,Environment,Env_FoodFacility
GCA_002199005.1_ASM219900v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002199065.1_ASM219906v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002199055.1_ASM219905v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002199095.1_ASM219909v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002199045.1_ASM219904v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_002532205.1_ASM253220v1_genomic,Asia,South Korea,Food,Food_Other
GCA_002532235.1_ASM253223v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532275.1_ASM253227v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532295.1_ASM253229v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532315.1_ASM253231v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532335.1_ASM253233v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532355.1_ASM253235v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532375.1_ASM253237v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532395.1_ASM253239v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532415.1_ASM253241v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532435.1_ASM253243v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_002532455.1_ASM253245v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002532485.1_ASM253248v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002532465.1_ASM253246v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002532545.1_ASM253254v1_genomic,Asia,Jordan,Food,Food_Powdered
GCA_002532525.1_ASM253252v1_genomic,Asia,Jordan,Food,Food_Other
GCA_023288705.1_PDT000266893.3_genomic,North_America,USA,Environment,Env_Built
GCA_016081555.2_PDT000277209.2_genomic,North_America,USA,Environment,Env_Built
GCA_016081575.2_PDT000277210.2_genomic,North_America,USA,Environment,Env_Built
GCA_016081535.2_PDT000277572.2_genomic,North_America,USA,Environment,Env_Built
GCA_002942065.1_ASM294206v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942105.1_ASM294210v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942075.1_ASM294207v1_genomic,Asia,India,Food,Food_Dry
GCA_002942115.1_ASM294211v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942145.1_ASM294214v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942185.1_ASM294218v1_genomic,North_America,USA,Food,Food_Dry
GCA_002942205.1_ASM294220v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_002942225.1_ASM294222v1_genomic,North_America,USA,Food,Food_Other
GCA_002942245.1_ASM294224v1_genomic,North_America,USA,Food,Food_Dry
GCA_002942265.1_ASM294226v1_genomic,North_America,Puerto Rico,Food,Food_Dry
GCA_002942285.1_ASM294228v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942305.1_ASM294230v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942325.1_ASM294232v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942335.1_ASM294233v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942365.1_ASM294236v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942385.1_ASM294238v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002942405.1_ASM294240v1_genomic,North_America,USA,Food,Food_Dry
GCA_002942415.1_ASM294241v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974375.1_ASM297437v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974395.1_ASM297439v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002974425.1_ASM297442v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002974415.1_ASM297441v1_genomic,Asia,Turkey,Food,Food_Dry
GCA_002974455.1_ASM297445v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002974475.1_ASM297447v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002974505.1_ASM297450v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974535.1_ASM297453v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002974555.1_ASM297455v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974575.1_ASM297457v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974595.1_ASM297459v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974615.1_ASM297461v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974635.1_ASM297463v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974645.1_ASM297464v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974675.1_ASM297467v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974695.1_ASM297469v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974715.1_ASM297471v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974735.1_ASM297473v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974755.1_ASM297475v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974775.1_ASM297477v1_genomic,Asia,China,Food,Food_Powdered
GCA_002974795.1_ASM297479v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974805.1_ASM297480v1_genomic,North_America,USA,Food,Food_Dry
GCA_002974835.1_ASM297483v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974875.1_ASM297487v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974855.1_ASM297485v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974895.1_ASM297489v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974915.1_ASM297491v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974935.1_ASM297493v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974955.1_ASM297495v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974985.1_ASM297498v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002974975.1_ASM297497v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975015.1_ASM297501v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975035.1_ASM297503v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975055.1_ASM297505v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975075.1_ASM297507v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975095.1_ASM297509v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002975135.1_ASM297513v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002976495.1_ASM297649v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002993175.1_ASM299317v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002993165.1_ASM299316v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_002993205.1_ASM299320v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002993215.1_ASM299321v1_genomic,North_America,USA,Food,Food_Powdered
GCA_002999875.1_ASM299987v1_genomic,North_America,USA,Food,Food_Dry
GCA_003177135.1_ASM317713v1_genomic,Asia,Jordan,Food,Food_Dry
GCA_003177165.1_ASM317716v1_genomic,North_America,USA,Food,Food_Powdered
GCA_003177155.1_ASM317715v1_genomic,North_America,USA,Food,Food_Powdered
GCA_016077575.1_PDT000332638.1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_016077115.1_PDT000332639.1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_016077485.1_PDT000332640.1_genomic,North_America,USA,Clinical,Clin_Stool
GCA_016076895.1_PDT000332651.1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_016077415.1_PDT000332660.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_016076915.1_PDT000337045.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_016076775.1_PDT000337052.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_016076735.1_PDT000337061.1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_016076435.1_PDT000337072.1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_016076595.1_PDT000337073.1_genomic,North_America,USA,Clinical,Clin_Stool
GCA_016076455.1_PDT000337074.1_genomic,North_America,USA,Clinical,Clin_Stool
GCA_016075955.1_PDT000337075.1_genomic,North_America,USA,Food,Food_Powdered
GCA_016076565.1_PDT000337076.1_genomic,North_America,USA,Food,Food_Other
GCA_016076315.1_PDT000337077.1_genomic,North_America,USA,Clinical,Clin_Blood+CSF
GCA_016076265.1_PDT000337078.1_genomic,North_America,USA,Food,Food_Powdered
GCA_003313525.1_ASM331352v1_genomic,North_America,USA,Food,Food_Other
GCA_003858335.1_ASM385833v1_genomic,Asia,China,Clinical,Clin_Other
GCA_016070915.1_PDT000533605.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_016576445.1_PDT000533625.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_016070295.1_PDT000533633.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_016071075.1_PDT000533638.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_016070955.1_PDT000533641.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_016070875.1_PDT000533645.1_genomic,North_America,Canada,Food,Food_Powdered
GCA_006861625.1_ASM686162v1_genomic,Europe,Austria,Food,Food_Other
GCA_006861635.1_ASM686163v1_genomic,Europe,Austria,Food,Food_Powdered
GCA_007845755.1_ASM784575v1_genomic,North_America,USA,Clinical,Clin_Other
GCA_008119835.1_ASM811983v1_genomic,Asia,Israel,Food,Food_Powdered
GCA_008805125.1_ASM880512v1_genomic,Europe,Ireland,Environment,Env_FoodFacility
GCA_008805135.1_ASM880513v1_genomic,Europe,Ireland,Environment,Env_FoodFacility
GCA_008805115.1_ASM880511v1_genomic,Europe,Ireland,Environment,Env_FoodFacility
GCA_008805175.1_ASM880517v1_genomic,Europe,Ireland,Environment,Env_FoodFacility
GCA_008805255.1_ASM880525v1_genomic,North_America,USA,Environment,Env_Built
GCA_008805275.1_ASM880527v1_genomic,North_America,USA,Environment,Env_Built
GCA_008805295.1_ASM880529v1_genomic,North_America,USA,Environment,Env_Built
GCA_008805315.1_ASM880531v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805355.1_ASM880535v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805335.1_ASM880533v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805375.1_ASM880537v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805395.1_ASM880539v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805415.1_ASM880541v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805435.1_ASM880543v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805465.1_ASM880546v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805455.1_ASM880545v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805495.1_ASM880549v1_genomic,North_America,USA,Environment,Env_FoodFacility
GCA_008805525.1_ASM880552v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805555.1_ASM880555v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805575.1_ASM880557v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805595.1_ASM880559v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805615.1_ASM880561v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805635.1_ASM880563v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805655.1_ASM880565v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805675.1_ASM880567v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805695.1_ASM880569v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805715.1_ASM880571v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805735.1_ASM880573v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805755.1_ASM880575v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805775.1_ASM880577v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805795.1_ASM880579v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805835.1_ASM880583v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805855.1_ASM880585v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805875.1_ASM880587v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805895.1_ASM880589v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805915.1_ASM880591v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805935.1_ASM880593v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805955.1_ASM880595v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805975.1_ASM880597v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008805995.1_ASM880599v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008806035.1_ASM880603v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008806055.1_ASM880605v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008806075.1_ASM880607v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008806095.1_ASM880609v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008806115.1_ASM880611v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_008830285.1_ASM883028v1_genomic,Asia,South Korea,Food,Food_Powdered
GCA_008830265.1_ASM883026v1_genomic,Asia,South Korea,Food,Food_Dry
GCA_008830345.1_ASM883034v1_genomic,North_America,USA,Food,Food_Powdered
GCA_008830395.1_ASM883039v1_genomic,North_America,USA,Food,Food_Powdered
GCA_008922025.1_ASM892202v1_genomic,North_America,USA,Food,Food_Powdered
GCA_009938455.1_ASM993845v1_genomic,Asia,China,Clinical,Clin_Stool
GCA_009938585.1_ASM993858v1_genomic,Asia,China,Environment,Env_Natural
GCA_011605455.1_ASM1160545v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605485.1_ASM1160548v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605495.1_ASM1160549v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605525.1_ASM1160552v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605555.1_ASM1160555v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605585.1_ASM1160558v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605595.1_ASM1160559v1_genomic,Asia,China,Food,Food_Powdered
GCA_011605645.1_ASM1160564v1_genomic,Asia,China,Food,Food_Powdered
GCA_003516125.3_ASM351612v3_genomic,North_America,Mexico,Clinical,Clin_Stool
GCA_013186045.1_ASM1318604v1_genomic,Asia,China,Environment,Env_Built
GCA_013186055.1_ASM1318605v1_genomic,Asia,China,Food,Food_Other
GCA_013186105.1_ASM1318610v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186115.1_ASM1318611v1_genomic,Asia,China,Food,Food_Other
GCA_013186145.1_ASM1318614v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186165.1_ASM1318616v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186185.1_ASM1318618v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186195.1_ASM1318619v1_genomic,Asia,China,Environment,Env_Built
GCA_013186205.1_ASM1318620v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186255.1_ASM1318625v1_genomic,Asia,China,Food,Food_Other
GCA_013186285.1_ASM1318628v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186295.1_ASM1318629v1_genomic,Asia,China,Food,Food_Powdered
GCA_013186325.1_ASM1318632v1_genomic,Asia,China,Food,Food_Powdered
GCA_013363955.1_ASM1336395v1_genomic,Asia,Israel,Food,Food_Powdered
GCA_013421565.1_ASM1342156v1_genomic,Asia,China,Clinical,Clin_Stool
GCA_013425995.1_ASM1342599v1_genomic,Europe,Poland,Clinical,Clin_Blood+CSF
GCA_015929525.1_PDT000806073.1_genomic,North_America,USA,Food,Food_Powdered
GCA_015350575.1_ASM1535057v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015350595.1_ASM1535059v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015350625.1_ASM1535062v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015350665.1_ASM1535066v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015351615.1_ASM1535161v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015352375.1_ASM1535237v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353215.1_ASM1535321v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353235.1_ASM1535323v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353275.1_ASM1535327v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353295.1_ASM1535329v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353335.1_ASM1535333v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353355.1_ASM1535335v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353395.1_ASM1535339v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353455.1_ASM1535345v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353515.1_ASM1535351v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353575.1_ASM1535357v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353595.1_ASM1535359v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353615.1_ASM1535361v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353635.1_ASM1535363v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353675.1_ASM1535367v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353695.1_ASM1535369v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353715.1_ASM1535371v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353735.1_ASM1535373v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353755.1_ASM1535375v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353795.1_ASM1535379v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353815.1_ASM1535381v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353835.1_ASM1535383v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353855.1_ASM1535385v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353875.1_ASM1535387v1_genomic,Europe,Germany,Environment,Env_FoodFacility
GCA_015353895.1_ASM1535389v1_genomic,Europe,Germany,Environment,Env_FoodFacility
